"","sentence","sentiment","score1","emotion","score2"
"11673","In luoco di progettar sistemi inutili per la felicit de'popoli, mi limiter a investigate la region delta loro infelicit.","anger","0","positive","0.0555247084952804"
"11677","This delicate parson, from whose work just quoted, as well as from his Journey through Spain, Malthus often copies whole pages, himself borrowed the greater part of his doctrine from Sir James Steuart, whom he however alters in the borrowing.g.","trust","0.0512689054088695","positive","0.0769033581133043"
"11678",", when Steuart says: Here, in slavery, was a forcible method of making mankind diligent, for the non workers.","anger","0.0555247084952804","negative","0.0555247084952804"
"11679","Men were then forced to work.e.","fear","0.199600798403194","negative","0.199600798403194"
"11680",",to work gratis for others because they were slaves of others; men are now forced to work.e., to work gratis for non workers because they are the slaves of their necessities, he does not thence conclude, like the fat holder of benefices, that the wage labourer must always go fasting.","sadness","0.0408079983676801","negative","0.0612119975515201"
"11681","He wishes, on the contrary, to increase their wants and to make the increasing number of their wants a stimulus to their labour for the more delicate.","anger","0","negative","0.0384467512495194"
"11684","These figures are sufficient for comparison, but, taken absolutely, are false, since, perhaps, of income are annually not declared.","anticipation","0.0555247084952804","negative","0.0555247084952804"
"11685","The complaints of the Inland Revenue Commissioners of systematic fraud, especially on the part of the commercial and industrial classes, are repeated in each of their reports.","anger","0.0384467512495194","negative","0.0384467512495194"
"11686","So.g., A Joint stock company returns as assessable profits, the surveyor raises the amount to and upon that sum duty is ultimately paid.","anticipation","0.0454338936846888","positive","0.0454338936846888"
"11687","Another company which returns is finally compelled to admit that the true return should be.","anticipation","0.0713775874375446","positive","0.0713775874375446"
"11688","John Bright's assertion that landlords own half of England, and half the Scotch soil, has never been refuted.","disgust","0.117577895355673","negative","0.17636684303351"
"11691","At this moment, March, the Indian and Chinese market is again overstocked by the consignments of the British cotton manufacturers.","anger","0","positive","0.0526038926880589"
"11692","In a reduction in wages of percent.","joy","0.166389351081531","positive","0.166389351081531"
"11694","In as consequence of a similar operation, there was a strike of men at Preston.","anger","0.0713775874375446","negative","0.0713775874375446"
"11695","That was the prelude to the crisis which broke out immediately afterwards.","anticipation","0.0908265213442325","negative","0.272479564032698"
"11697","Times, Feb. th, It is one of the most melancholy features in the social state of this country that we see, beyond the possibility of denial, that while there is at this moment a decrease in the consuming powers of the people, an increase of the pressure of privations and distress; there is at the same time a constant accumulation of wealth in the upper classes, an increase of the luxuriousness of their habits, and of their means of enjoyment.","anticipation","0.0253132514871535","negative","0.0632831287178838"
"11699","Morning Star, April th.","anticipation","0.332225913621262","positive","0.332225913621262"
"11700","See the official accounts in the Blue book: Miscellaneous Statistics of the United Kingdom, Part vi., London, pp.","trust","0.17636684303351","positive","0.0587889476778366"
"11701","Instead of the statistics of orphan asylums, andc.","fear","0.14265335235378","negative","0.14265335235378"
"11702",", the declamations of the ministerial journals in recommending dowries for the Royal children might also serve.","trust","0.0624609618988132","negative","0.0624609618988132"
"11703","The greater dearness of the means of subsistence is never forgotten there.","fear","0.0908265213442325","negative","0.0908265213442325"
"11705","The Hansard version runs: 'Again, and yet more at large what is human life, but, in the majority of cases, a struggle for existence.'","anger","0.0434593654932638","positive","0.0869187309865276"
"11706","The continual crying contradictions in Gladstone's Budget speeches of and were characterised by an English writer by the following quotation from Boileau: Voil I'homme","sadness","0.0434593654932638","negative","0.0434593654932638"
"11710","me incommode, Il change tout moment d'esprit comme de mode.","fear","0.110987791342952","negative","0"
"11711","The Theory of Exchanges, andc.","anticipation","0.249376558603491","negative","0"
"11712","As to the increasing dependence of labourers on the retail shopkeepers, this is the consequence of the frequent oscillations and interruptions of their employment.","fear","0.0434593654932638","negative","0.0434593654932638"
"11713","Wales here is always included in England.","anger","0","positive","0.166389351081531"
"11714","A peculiar light is throwm on the advance made since the time of Adam Smith, by the fact that by him the word workhouse is still occasionally used as synonymous with manufactory.g., the opening of his chapter on the division of labour; those employed in every different branch of the work can often be collected into the same workhouse.","trust","0.0689536286847095","positive","0.0517152215135322"
"11716","In no particular have the rights of persons been so avowedly and shamefully sacrificed to the rights of property as in regard to the lodging of the labouring class.","trust","0.0357015351660121","negative","0"
"11717","Every large town may be looked upon as a place of human sacrifice, a shrine where thousands pass yearly through the fire as offerings to the moloch of avarice,.","anger","0.0357015351660121","negative","0.0357015351660121"
"11718","Public Health, Eighth Report.","anticipation","0.332225913621262","positive","0.332225913621262"
"11719","With reference to the children in these colonies, Dr. Hunter says: People are not now alive to tell us how children were brought up before this age of dense agglomerations of poor began, and he would be a msh prophet who should tell us what future behaviour is to be expected from the present growth of children, who, under circumstances probably never before paralleled in this country, are now completing their education for future practice, as 'dangerous classes' by sitting up half the night with persons of every age, half naked, drunken, obscene, and quarrelsome.","anticipation","0.0638229975534517","positive","0.0638229975534517"
"11720","Report of the Officer of Health of St. Martins in the Fields,.","trust","0.0908265213442325","positive","0.0908265213442325"
"11721","Public Health, Eighth Report,.","anticipation","0.332225913621262","positive","0.332225913621262"
"11723","Rifle Court Marygate,","anger","0.995024875621891","negative","0.497512437810945"
"11724","Salt Pie Street (bottom).","sadness","0.332225913621262","negative","0.332225913621262"
"11728","persons persons families families persons Regent Square.","trust","0.166389351081531","positive","0.166389351081531"
"11730","persons Roberts Court.","anger","0.497512437810945","negative","0"
"11734","The Relieving Officer of the Chapel en le Frith Union reported to the Registar General as follows:","trust","0.124921923797626","positive","0.18738288569644"
"11735","At Doveholes, a number of small excavations have been made into a large hillock of lime ashes (the refuse of lime kilns), and which are used as dwellings, and occupied by labourers and others employed in the construction of a railway now in course of construction through that neighbourhood.","sadness","0.0208289939595918","negative","0.0624869818787753"
"11736","The excavations are small and damp, and have no drains or privies about them, and not the slightest means of ventilation except up a hole pulled through the top, and used for a chimney.","anticipation","0.0302938503483793","negative","0.0302938503483793"
"11737","In consequence of this defect, small pox has been raging for some time, and some deaths amongst the troglodytes have been caused by it.","anger","0.0869187309865276","negative","0.130378096479791"
"11739","On the still worse condition in metal mines, see the very conscientious Report of the Royal Commission of., pp.","trust","0.111049416990561","negative","0.0555247084952804"
"11740","Wholesale starvation of the London Poor.","fear","0.199600798403194","negative","0.199600798403194"
"11741","Within the last few days the walls of London have been placarded with large posters, bearing the following remarkable announcement: 'Fat oxen!","anticipation","0.0475963826749167","positive","0.0475963826749167"
"11742","The fat oxen from their palace of glass have gone to feed the rich in their luxurious abode, while the starving men are left to rot and die in their wretched dens.'","sadness","0.128990648178007","negative","0.161238310222509"
"11743","The placards bearing these ominous words are put up at certain intervals.","anger","0.0908265213442325","negative","0.181653042688465"
"11744","No sooner has one set been defaced or covered over, than a fresh set is placarded in the former, or some equally public place.","anticipation","0.0434593654932638","positive","0.0869187309865276"
"11745","reminds one of the secret revolutionary associations which prepared the French people for the events of.","trust","0.133244503664224","positive","0.133244503664224"
"11746","At this moment, while English workmen with their wives and children are dying of cold and hunger, there are millions of English gold","anger","0.0454338936846888","negative","0.0908677873693775"
"11747","the produce of English labour being invested in Russian, Spanish, Italian, and other foreign enterprises.","anger","0","negative","0.0713775874375446"
"11749","in the University of Oxford.)","anticipation","0.249376558603491","positive","0.249376558603491"
"11750","A History of Agriculture and Prices in England.","anger","0","positive","0.14265335235378"
"11751","This work, the fruit of patient and diligent labour, contains in the two volumes that have so far appeared, only the period from to.","anticipation","0.0434593654932638","positive","0.0434593654932638"
"11753","It is the first authentic History of Prices of the time that we possess.","anticipation","0.153727901614143","positive","0.153727901614143"
"11754","Reasons for the Late Increase of the Poor Rates: or a comparative view of the prices of labour and provisions.","sadness","0.0526038926880589","negative","0.0526038926880589"
"11756","The nominal price of daylabour is at present no more than about four times, or, at most, five times higher than it was in the year.","anticipation","0.039984006397441","positive","0.039984006397441"
"11757","But the price of corn is seven times, and of flesh meat and raiment about fifteen times higher.","disgust","0.0587889476778366","negative","0"
"11758","So far, therefore, has the price of labour been even from advancing in proportion to the increase in the expenses of living, that it does not appear that it bears now half the proportion to those expenses that it did bear.","anger","0.0249937515621095","negative","0.0249937515621095"
"11760","The landed aristocracy advanced themselves to this end, of course per Parliament, funds from the State Treasury, at a very low rate of interest, which the farmers have to make good at a much higher rate.","trust","0.0571265352756355","positive","0.142816338189089"
"11762","The decrease of the middle class farmers can be seen especially in the census category: Farmer's son, grandson, brother, nephew, daughter, granddaughter, sister, niece in a word, the members of his own family, employed by the farmer.","trust","0.0555401277422938","positive","0.0833101916134407"
"11764","From to the farms under acres fell by more than in number; those between and acres fell from to the same thing","sadness","0.0475963826749167","negative","0.0475963826749167"
"11768","Mr. Rogers belongs to the Liberal School, is a personal friend of Cobden and Bright, and therefore no laudator temporis acti.","trust","0.149925037481259","positive","0.0999500249875062"
"11769","It is therefore nothing unusual either for the landlord to raise a labourer's rent as soon as he hears that he is earnitig a little more, or for the farmer to lower the wage of the labourer, because his wife has found a trade, .","trust","0.0454442172233583","negative","0.0227221086116792"
"11771","relating to Transportation and Penal Servitude, Lond., pp. .","fear","0.124843945068664","negative","0.249687890137328"
"11772","Memorandum by the Lord Chief Justice. ., Vol.","trust","0.285306704707561","positive","0.285306704707561"
"11774","Public Health, Sixth Report, pp. .,.,.","anticipation","0.199600798403194","positive","0.199600798403194"
"11776","Arthur Young in his Tour in Ireland, at the beginning of this century, already noticed the better nourishment of the latter.","anticipation","0.0499750124937531","positive","0.0999500249875062"
"11777","The reason is simply this, that the poor Irish farmer is incomparably more humane than the rich English.","anger","0","positive","0.117577895355673"
"11779","All the doctors there agree that the increase of the death rate through tuberculosis, scrofula, etc., increases in intensity with the deterioration of the physical condition of the population, and all ascribe this deterioration to poverty.","anger","0.0856898029134533","negative","0.0856898029134533"
"11780","His (the farm labourer's) keep is reckoned at about five pence a day, but in many districts it was said to be of much less cost to the farmer himself very poor.","anticipation","0.0322476620445018","negative","0"
"11781","A morsel of the salt meat or bacon,.","anger","0","negative","0.14265335235378"
"11782","salted and dried to the texture of mahogany, and hardly worth the difficult process of assimilation.","fear","0.0666222518321119","positive","0.0666222518321119"
"11783","is used to flavour a large quantity of broth or gruel, of meal and leeks, and day after day this is the labourer's dinner.","anger","0","positive","0.0434593654932638"
"11784","The advance of industry resulted for him, in this harsh and damp climate, in the abandonment of the solid homespun clothing in favour of the cheap and so called cotton goods, and of stronger drinks for so called tea.","fear","0.0526177321757432","positive","0.0789265982636148"
"11785","The agriculturist, after several hours' exposure to wind and rain, pins his cottage to sit by a fire of peat or of balls of clay and small coal kneaded together, from which volumes of carbonic and sulphurous acids are poured forth.","fear","0.0249937515621095","negative","0.0249937515621095"
"11786","His walls are of mud and stones, his floor the bare earth which was there before the hut was built, his roof a mass of loose and sodden thatch.","sadness","0.0357015351660121","negative","0.0357015351660121"
"11787","Every crevice is topped to maintain warmth, and in an atmosphere of diabolic odour, with a mud fioor, with his only clothes drying on his back, he often sups and sleeps with his wife and children.","anger","0","negative","0.0285632676378178"
"11788","Obstetricians who have passed parts of the night in such cibins have described how they found their feet sinking in the mud of the floor, and they were forced (easy task) to drill a hole through the wall to effect a little private respiration.","fear","0.0232504068821204","negative","0.0465008137642409"
"11790","many more, the underfed peasant was nightly exposed, and of the result, a debilitated and scrofulous people, there was no want of evidence.","anticipation","0.0454338936846888","negative","0.0454338936846888"
"11791","The statements of the relieving officers of Carmarthenshire and Cardiganshire show in a striking way the same state of things.","trust","0.0526038926880589","positive","0.105207785376118"
"11792","There is besides a plague more horrible still, the great number of idiots.","disgust","0.166527893422148","negative","0.166527893422148"
"11793","Now a word on the climatic conditions.","trust","0.166389351081531","positive","0.166389351081531"
"11794","A strong south west wind blows over the whole country for or months in the year, bringing with it torrents of rain, which discharge principally upon the western slopes of the hills.","anger","0","negative","0.0322476620445018"
"11795","Trees are rare, except in sheltered places, and where not protected, are blown out of all shape.","trust","0.0624609618988132","positive","0.0624609618988132"
"11796","The cottages generally crouch under some bank, or often in a ravine or quarry, and none but the smallest sheep and native cattle can live on the pastures.","fear","0.0740466493891151","negative","0"
"11797","The young people migrate to the eastern mining districts of Glamorgan and Monmouth.","anticipation","0.0832639467110741","positive","0.0832639467110741"
"11798","Carmarthenshire is the breeding ground of the mining population and their hospital.","trust","0.181653042688465","positive","0.0908265213442325"
"11799","The population can therefore barely maintain its numbers.","anger","0","positive","0.285306704707561"
"11801","Dr. Hunter's Report in Public Health, Seventh Report.","anticipation","0.14265335235378","positive","0.14265335235378"
"11802","In this law was improved to some extent.","trust","0.14265335235378","positive","0.14265335235378"
"11805","Open villages, those whose soil belongs to many smaller landlords.","disgust","0.110987791342952","negative","0.110987791342952"
"11806","It is in the latter that building speculators can build cottages and lodging houses.","trust","0.0768639508070715","positive","0.153727901614143"
"11807","A show village of this kind looks very nice, but is as unreal as the villages that Catherine saw on her journey to the Crimea.","joy","0.083298625572678","positive","0.083298625572678"
"11808","In recent times the shepherd, also has often been banished from these show villages;.g., near Market Harboro is sheep farm of about acres, which only employs the labour of one man.","trust","0.0666444518493835","negative","0.0333222259246918"
"11809","To reduce the long trudges over these wide plains, the beautiful pastures of Leicester and Northampton, the shepherd used to get a cottage on the farm.","anticipation","0.079968012794882","positive","0.079968012794882"
"11810","Now they give him a thirteenth shilling a week for lodging, that he must find far away in an open village.","fear","0.0499750124937531","negative","0"
"11811","The labourers' houses (in the open villages, which, of course, are always overcrowded) are usually in rows, built with their backs against the extreme edge of the plot of land which the builder could call his, and on this account are not allowed light and air, except from the front.","trust","0.02040399918384","positive","0.02040399918384"
"11813","Very often the beerseller or grocer of the village is at the same time the letter of its houses.","anticipation","0.111049416990561","negative","0"
"11814","In this case the agricultural labourer finds in him a second master, besides the farmer.","fear","0.0713775874375446","negative","0.0713775874375446"
"11815","He must be his customer as well as his tenant.","anger","0","positive","0.221975582685905"
"11816","a week, minus a rent of a year. is obliged to buy at the seller's own terms, his modicum of tea, sugar, flour, soap, candies, and beer.","joy","0.0384467512495194","positive","0.0768935024990388"
"11817","These open villages form, in fact, the penal settlements of the English agricultural proletariat.","fear","0.0768639508070715","negative","0.0768639508070715"
"11818","Many of the cottages are simply lodging houses, through which all the rabble of the neighbourhood passes.","anger","0.0624609618988132","negative","0.0624609618988132"
"11819","The country labourer and his family who had often, in a way truly wonderful, preserved, under the foulest conditions, a thoroughness and purity of character, go, in these, utterly to the devil.","surprise","0.0644953240890035","positive","0.0644953240890035"
"11820","It is, of course, the fashion amongst the aristocratic shylocks to shrug their shoulders pharisaically at the building speculators, the small landlords, and the open villages.","anger","0","positive","0.079968012794882"
"11821","They know well enough that their close villages and show villages are the birth places of the open villages, and could not exist without them.","trust","0.083298625572678","positive","0.041649312786339"
"11822","were it not for the small owners, would, for by far the most part, have to sleep under the trees of the farms on which they work.","anger","0","negative","0.0384467512495194"
"11823","The system of open and closed villages obtains in all the Midland counties and throughout the East of England.","trust","0.0555247084952804","negative","0"
"11825","a week, and receiving from this poor hind or annual rent for houses not worth in a really free market, but maintained at their artificial value by the power of the owner to say 'Use my house, or go seek a hiring elsewhere without a character from me.'","anticipation","0.0425441395447777","positive","0.0425441395447777"
"11826","Does a man wish to better himself, to go as a plate layer on the railway, or to begin quarry work, the same power is ready with 'Work for me at this low rate of wages or begone at a week's notice; take your pig with you, and get what you can for the potatoes growing in your garden.'","joy","0.0344768143423548","positive","0.0344768143423548"
"11827","Should his interest appear to be better served by it, an enhanced rent is sometimes preferred in these cases by the owner (i.e., the farmer) as the penalty for leaving his service.","anger","0.0322476620445018","negative","0.0322476620445018"
"11828","New married couples are no edifying study for grown up brothers and sisters: and though instances must not be recorded, sufficient data are remembered to warrant the remark,","anger","0","positive","0.0370233246945576"
"11829","that great depression and sometimes death are the lot of the female participator in the offence of incest.","sadness","0.17636684303351","negative","0.17636684303351"
"11830","A member of the rural police who had for many years been a detective in the worst quarters of London, says of the girls of his village: their boldness and shamelessness I never saw equalled during some years of police life and detective duty in the worst parts of London.","fear","0.02040399918384","positive","0.0408079983676801"
"11832","The heaven bom employment of the hind gives dignity even to his position.","trust","0.0832639467110741","positive","0.0832639467110741"
"11833","He is not a slave, but a soldier of peace, and deserves his place in married men's quarters to be provided by the landlord, who has claimed a power of enforced labour similar to that the country demands of the soldier.","anger","0.049987503124219","positive","0.049987503124219"
"11834","He no mote receives market price for his work than does the soldier.","anger","0.0832639467110741","positive","0.0832639467110741"
"11835","Like the soldier he is caught young, ignorant, knowing only his own trade, and his own locality.","anger","0.0624609618988132","positive","0.18738288569644"
"11836","the operation of the various laws of settlement affect the one as enlistment and the Mutiny Act affect the other.","fear","0.105207785376118","negative","0.0526038926880589"
"11838","It is a melancholy thing to stand alone in one's country, said Lord Leicester, when complimented on the completion of Hookham.","anticipation","0.0499750124937531","negative","0.0999500249875062"
"11840","I am the giant of Giant Castle, and have eat up all my neighhours.","fear","0.0768639508070715","positive","0.0768639508070715"
"11841","A similar movement is seen during the last ten years in France; in proportion as capitalist production there takes possession of agriculture, it drives the surplus agricultural population into the towns.","anger","0.0333222259246918","positive","0.133288903698767"
"11842","Here also we find deterioration in the housing and other conditions at the source of the surplus population.","anger","0.0587889476778366","negative","0.0587889476778366"
"11843","In the town population in France was represented by the agricultural by in the town by the agricultural by percent.","anger","0","positive","0.105207785376118"
"11844","During the last years, the diminution of the agricultural percentage of the population has been yet more marked.","anger","0","positive","0.117577895355673"
"11846","Sixth and last Report of the Children's Employment Commission, published at the end of March,.","trust","0.0713775874375446","positive","0.0713775874375446"
"11847","It deals solely with the agricultural gang system.","anger","0.14265335235378","negative","0.14265335235378"
"11848","Some gang masters, however, have worked themselves up to the position of farmers of acres, or proprietors of whole rows of houses.","anger","0.0475963826749167","negative","0.0475963826749167"
"11849","Half the girls of Ludford have been ruined by going out (in gangs).","anger","0.0832639467110741","negative","0.0832639467110741"
"11850","They (gangs) have greatly increased of late years.","sadness","0.14265335235378","negative","0.14265335235378"
"11851","In some places they are said to have been introduced at comparatively late dates; in others where gangs.","sadness","0.0587889476778366","negative","0.0587889476778366"
"11853","more and younger children are employed in them.","anger","0","positive","0.14265335235378"
"11854","Small farmers never employ gangs.","trust","0.249376558603491","negative","0.249376558603491"
"11855","It is not on poor land, but on land which affords rent of from to shillings, that women and children are employed in the greatest numbers.","anger","0","positive","0.079968012794882"
"11856","To one of these gentlemen the taste of his rent was so grateful that he indignantly declared to the Commission of Inquiry that the whole hubbub was only due to the name of the system.","trust","0.0588062334607468","positive","0.0588062334607468"
"11857","If instead of gang it were called the Agricultural Juvenile Industrial Self supporting Association, everything would be all right.","trust","0.111049416990561","negative","0.111049416990561"
"11858","Gang work is cheaper than other work; that is why they are employed, says a former gang master (l.,.","anger","0.0555247084952804","negative","0.0555247084952804"
"11859","The gang system is decidedly the cheapest for the farmer, and decidedly the worst for the children, says a farmer (l.,.)","anger","0.0499750124937531","negative","0.0499750124937531"
"11862","On the other hand, the labour question in some agricultural districts, particularly the arable, is becoming so serious in consequence of emigration, and the facility afforded by railways for getting to large towns that I (the I is the steward of a great lord) think the services of children are most indispensable, (l.,. .)","trust","0.0377287304282211","positive","0.0565930956423316"
"11863","For the labour question in English agricultural districts, differently from the rest of the civilised world, means the landlords' and farmers' question, viz.","surprise","0.0454338936846888","positive","0.0908677873693775"
"11864",", how is it possible, despite an always increasing exodus of the agricultural folk, to keep up a sufficient relative surplus population in the country, and by means of it keep the wages of the agricultural labourer at a minimum?","joy","0.0256344527044348","positive","0.0512689054088695"
"11865","The Public Health Report, where in dealing with the subject of children's mortality, the gang system is treated in passing, remains unknown to the press, and, therefore, to the English public.","fear","0.133288903698767","negative","0.166611129623459"
"11866","On the other hand, the last report of the Child.","anticipation","0.110987791342952","positive","0.110987791342952"
"11867","afforded the press sensational copy always welcome.","joy","0.166389351081531","negative","0.166389351081531"
"11868","Whilst the Liberal press asked how the fine gentlemen and ladies, and the well paid clergy of the State Church, with whom Lincolnshire swarms, could allow such a system to arise on their estates, under their very eyes, they who send out expressly missions to the Antipodes, for the improvement of the morals of South Sea Islanders the more refined press confined itself to reflections on the coarse degradation of the agricultural population who are capable of selling their children into such slavery!","trust","0.0487745396902817","positive","0.0731618095354225"
"11869","Under the accursed conditions to which these delicate people condemn the agricultural labourer, it would not be surprising if he ate his own children.","anger","0.0869187309865276","negative","0.0869187309865276"
"11870","What is really wonderful is the healthy integrity of character, he has, in great part, retained.","trust","0.133244503664224","positive","0.199866755496336"
"11871","The official reports prove that the parents, even in the gang districts, loathe the gang system.","anger","0.133244503664224","negative","0.133244503664224"
"11872","There is much in the evidence that shows that the parents of the children would, in many instances, be glad to be aided by the requirements of a legal obligation, to resist the pressure and the temptations to which they are often subject.","anticipation","0.0238038562247084","negative","0.0714115686741252"
"11873","They are liable to be urged, at times by the parish officers, at times by employers, under threats of being themselvat discharged, to be taken to work at an age when.","trust","0.0333222259246918","negative","0"
"11874","would be manifestly to their greater advantage.","anger","0","positive","0.332778702163062"
"11875","All that time and strength wasted; all the suffering from extra and unprofitable fatigue produced to the labourer and to his children; every instance in which the parent may have traced the moral ruin of his child to fhe undermining of delicacy by the over crowding of cottages, or to the contaminating influences of the public gang, must have been so many incentives to feelings in the minds of the labouring poor which can be well understood, and which it would be needless to particularise.","anger","0.0357100345197","negative","0.0714200690394001"
"11876","They must be conscious that much bodily and mental pain has thus been inflicted upon them from causes for which they were in no way answerable; to which, had it been in their power, they would have in no way consented; and against which they were powerless to struggle.","fear","0.0624869818787753","negative","0.0624869818787753"
"11877",",. .) Population of Ireland, persons;.","anger","0","positive","0.199600798403194"
"11878","The result would be found yet more unfavourable if we went further back.","anticipation","0.0832639467110741","positive","0.0832639467110741"
"11880","The data of the text are put together from the materials of the Agricultural Statistics, Ireland, General Abstracts, Dublin, for the years el seq., and Agricultural Statistics, Ireland.","trust","0.0370233246945576","positive","0.0370233246945576"
"11882","These statistics are official, and laid before Parliament annually.","trust","0.249687890137328","negative","0"
"11883","The official statistics for the year show, as compared with a decrease in area under cultivation of acres.","trust","0.117577895355673","negative","0.0587889476778366"
"11884","An increase occurred in the cultivation of green crops, turnips, mangold wurzel, and the like; a decrease in the area under cultivation for wheat of acres; oats, barley and rye, potatoes, flax, grass, clover, vetches, rape seed,.","anger","0.0277700638711469","positive","0.0833101916134407"
"11885","The soil under cultivation for wheat shows for the last years the following stages of decrease: acres;.","disgust","0.0624609618988132","negative","0.124921923797626"
"11886","For we find, in round numbers, an increase of horses, horned cattle, sheep, and a decrease of pigs.","anger","0","positive","0.117577895355673"
"11887","The total yearly income under Schedule.","anticipation","0.199600798403194","negative","0.199600798403194"
"11888","is different in this table from that which appears in the preceding ones, because of certain deductions allowed by law.","trust","0.0526038926880589","negative","0"
"11889","If the product also diminishes relatively per acre, it must not be forgotten that for a century and a half England has indirectly exported the soil of Ireland, without as much as allowing its cultivators the means for making up the constituents of the soil that had been exhausted.","sadness","0.0416579879191835","negative","0.0624869818787753"
"11890","As Ireland is regarded as the promised land of the principle of population, Th.","anger","0","positive","0.153727901614143"
"11891","Sadler, before the publication of his work on population, issued his famous book, Ireland, its Evils and their Remedies.","anger","0","positive","0.111049416990561"
"11892","nd edition, London,.","anticipation","0.497512437810945","negative","0"
"11893","Here, by comparison of the statistics of the individual provinces, and of the individual counties in each province, he proves that the misery there is not, as Malthus would have it, in proportion to the number of the population, but in inverse ratio to this.","anger","0.0227221086116792","negative","0.0227221086116792"
"11896","or the holdings do not reach acres, exceed acres.","anticipation","0.124843945068664","positive","0.124843945068664"
"11897","Reports from the Poor Law Inspectors on the Wages of Agricultural Labourers in Dublin,.","joy","0.0768639508070715","positive","0.0768639508070715"
"11899","The total area includes also peat, bogs, and waste land.","disgust","0.110987791342952","negative","0.110987791342952"
"11900","How the famine and its consequences have been deliberately made the most of, both by the individual landlords and by the English legislature, to forcibly carry out the agricultural revolution and to thin the population of Ireland down to the proportion satisfactory to the landlords, I shall show more fully in Vol.","trust","0.0588119976475201","negative","0.0588119976475201"
"11901","of this work, in the section on landed property.","anger","0","positive","0.124843945068664"
"11902","There also I return to the condition of the small farmers and the agricultural labourers.","anger","0","negative","0.0713775874375446"
"11903","At present, only one quotation.","anticipation","0.249376558603491","positive","0.249376558603491"
"11904","Senior says, with other things, in his posthumous work, Journals, Conversations and Essays relating to Ireland.","sadness","0.0666222518321119","negative","0.0666222518321119"
"11905","Well, said Dr., we have got our Poor Law and it is a great instrument for giving the victory to the landlords.","trust","0.0951927653498334","positive","0.0951927653498334"
"11906","Another, and a still more powerful instrument is emigration.","anger","0.124843945068664","positive","0.124843945068664"
"11907","No friend to Ireland can wish the war to be prolonged between the landlords and the small Celtic farmers still less, that it should end by the victory of the tenants.","joy","0.0666444518493835","negative","0.0666444518493835"
"11908","The sooner it is over the sooner Ireland becomes a grazing country, with the comparatively thin population which a grazing country requires, the better for all classes.","anger","0","positive","0.0384467512495194"
"11911","They favoured artificially, therefore, the cultivation of corn.","anger","0","positive","0.14265335235378"
"11912","With the abolition of the Corn Laws in this monopoly was suddenly removed.","surprise","0.0832639467110741","negative","0.0832639467110741"
"11913","Apart from all other circumstances, this event alone was sufficient to give a great impulse to the turning of Irish arable into pasture land, to the concentration of arms, and to the eviction of small cultivators.","anger","0.0285632676378178","negative","0.0571265352756355"
"11914","After the fruitfulness of the Irish soil had been praised from to and proclaimed loudly as by Nature herself destined for the cultivation of wheat,","anticipation","0.041649312786339","positive","0.083298625572678"
"11915","English agronomists, economists, politicians, discover suddenly that it is good for nothing but to produce forage.","surprise","0.133244503664224","negative","0.0666222518321119"
"11918","Chapter Twenty Six: The Secret of Primative Accumulation Capital Volume One Index","trust","0.0908265213442325","negative","0"
"11919","We have seen how money is changed into capital; how through capital surplus value is made, and from surplus value more capital.","anger","0.0475963826749167","positive","0.0475963826749167"
"11920","But the accumulation of capital pre supposes surplus value; surplus value pre supposes capitalistic production; capitalistic production presupposes the pre existence of considerable masses of capital and of labor power in the hands of producers of commodities.","anticipation","0.0555401277422938","positive","0.111080255484588"
"11921","The whole movement, therefore, seems to turn in a vicious circle, out of which we can only get by supposing a primitive accumulation (previous accumulation of Adam Smith) preceding capitalistic accumulation; an accumulation not the result of the capitalistic mode of production, but its starting point.","anticipation","0.0444345700955343","negative","0.0222172850477672"
"11922","This primitive accumulation plays in Political Economy about the same part as original sin in theology.","anger","0.0666222518321119","negative","0.0666222518321119"
"11923","Adam bit the apple, and thereupon sin fell on the human race.","sadness","0.181653042688465","negative","0.181653042688465"
"11925","In times long gone by there were two sorts of people; one, the diligent, intelligent, and, above all, frugal elite; the other, lazy rascals, spending their substance, and more, in riotous living.","anticipation","0.0644953240890035","positive","0.128990648178007"
"11926","The legend of theological original sin tells us certainly how man came to be condemned to eat his bread in the sweat of his brow; but the history of economic original sin reveals to us that there are people to whom this is be no means essential.","fear","0.0434688111280156","positive","0.0434688111280156"
"11927","Thus it came to pass that the former sort accumulated wealth, and the latter sort had at last nothing to sell except their own skins.","joy","0.041649312786339","positive","0.041649312786339"
"11928","And from this original sin dates the poverty of the great majority that, despite all its labor, has up to now nothing to sell but itself, and the wealth of the few that increases constantly although they have long ceased to work.","trust","0.0975371860521824","positive","0.0731528895391368"
"11929","Such insipid childishness is every day preached to us in the defence of property.","anger","0","negative","0.0768639508070715"
"11930",", had the assurance to repeat it with all the solemnity of a statesman to the French people, once so spirituel.","trust","0.0499750124937531","positive","0.0499750124937531"
"11931","But as soon as the question of property crops up, it becomes a sacred duty to proclaim the intellectual food of the infant as the one thing fit for all ages and for all tages of development.","joy","0.0555401277422938","positive","0.111080255484588"
"11932","In actual history it is notorious that conquest, enslavement, robbery, murder, briefly force, play the great part.","anger","0.249843847595253","negative","0.312304809494066"
"11933","In the tender annals of Political Economy, the idyllic reigns from time immemorial.","trust","0.166527893422148","positive","0.0832639467110741"
"11934","Right and labor were from all time the sole means of enrichment, the present year of course always excepted.","anticipation","0.166574125485841","positive","0.111049416990561"
"11935","As a matter of fact, the methods of primitive accumulation are anything but idyllic.","trust","0.0768639508070715","negative","0"
